programming_language,func,embedding,strategy,labeled,accuracy,ari,nmi,f1,recall
java,label_propagation,CodeBERT,random,50,0.4066106282946289,0.1536610218994116,0.2717769189965011,0.4017334486778538,0.4135420189130666
java,label_propagation,CodeBERT,random,100,0.5416441088474141,0.2710169633934893,0.3984013137862504,0.5391206222739705,0.5496245886088253
java,label_propagation,CodeBERT,random,250,0.723977774611768,0.4987783865078807,0.5823256035593355,0.721236185369245,0.7244056896488088
java,label_propagation,CodeBERT,random,500,0.8725174526285796,0.7440646126133628,0.777118438244501,0.8711281949922436,0.871697268856906
java,label_propagation,CodeBERT,entropy,50,0.4066106282946289,0.1536610218994116,0.2717769189965011,0.4017334486778538,0.4135420189130666
java,label_propagation,CodeBERT,entropy,100,0.4467018093745548,0.1856355524990305,0.3022156082525001,0.4454740901021493,0.452189485171776
java,label_propagation,CodeBERT,entropy,250,0.4565037754665907,0.192969501532102,0.3172956839790432,0.454098963239626,0.4611448116615682
java,label_propagation,CodeBERT,entropy,500,0.4958256161846416,0.2273305239578608,0.3549028221805458,0.4932100306600452,0.5022086179313516
java,label_propagation,CodeBERT,uniform,50,0.4066106282946289,0.1536610218994116,0.2717769189965011,0.4017334486778538,0.4135420189130666
java,label_propagation,CodeBERT,uniform,100,0.4761077076506624,0.2080286504496594,0.3332992876409033,0.4746026460843208,0.4861213713243574
java,label_propagation,CodeBERT,uniform,250,0.5434392363584556,0.2754930388216513,0.4074895727071472,0.541526764949348,0.5552549867325571
java,label_propagation,CodeBERT,uniform,500,0.6362729733580282,0.3834142190859791,0.5181819471658032,0.6375697987572264,0.6515517512109044
java,label_propagation,CodeBERT,random_then_entropy_1,50,0.4066106282946289,0.1536610218994116,0.2717769189965011,0.4017334486778538,0.4135420189130666
java,label_propagation,CodeBERT,random_then_entropy_1,100,0.5416441088474141,0.2710169633934893,0.3984013137862504,0.5391206222739705,0.5496245886088253
java,label_propagation,CodeBERT,random_then_entropy_1,250,0.6163271121242342,0.3571344048301478,0.4759480084223901,0.614195246569121,0.6248200205880334
java,label_propagation,CodeBERT,random_then_entropy_1,500,0.7142612907821627,0.4871509110498637,0.5877161866728257,0.7133878827432085,0.7246984354507932
java,label_propagation,CodeBERT,random_then_entropy_2,50,0.4066106282946289,0.1536610218994116,0.2717769189965011,0.4017334486778538,0.4135420189130666
java,label_propagation,CodeBERT,random_then_entropy_2,100,0.5416441088474141,0.2710169633934893,0.3984013137862504,0.5391206222739705,0.5496245886088253
java,label_propagation,CodeBERT,random_then_entropy_2,250,0.723977774611768,0.4987783865078807,0.5823256035593355,0.721236185369245,0.7244056896488088
java,label_propagation,CodeBERT,random_then_entropy_2,500,0.7991166832882177,0.6138532760678782,0.6785316546918821,0.7973904610734783,0.8029816465665227
java,label_spreading,CodeBERT,random,50,0.3906539393075937,0.138847137883797,0.2609030942933094,0.3878484254484859,0.3997219117601468
java,label_spreading,CodeBERT,random,100,0.5310158142185497,0.2582771568563532,0.3893701528928376,0.5295491855145427,0.5394329174306813
java,label_spreading,CodeBERT,random,250,0.7202450491523009,0.4914483602631291,0.5753129216201958,0.717213949224907,0.7200305785558496
java,label_spreading,CodeBERT,random,500,0.8678444222823763,0.7313364844654682,0.7713866317948058,0.8681561165261643,0.8674184638790242
java,label_spreading,CodeBERT,entropy,50,0.3906539393075937,0.138847137883797,0.2609030942933094,0.3878484254484859,0.3997219117601468
java,label_spreading,CodeBERT,entropy,100,0.4347057985468015,0.1755403562674868,0.2998604657825419,0.4345952908578526,0.4402134764396489
java,label_spreading,CodeBERT,entropy,250,0.4627154865365436,0.1900029273042756,0.3355713085442438,0.4688644929566543,0.4679135594733853
java,label_spreading,CodeBERT,entropy,500,0.5010115401054281,0.2142003848514995,0.3668051697635537,0.5078771285624484,0.5052003536047807
java,label_spreading,CodeBERT,uniform,50,0.3906539393075937,0.138847137883797,0.2609030942933094,0.3878484254484859,0.3997219117601468
java,label_spreading,CodeBERT,uniform,100,0.4581849266277247,0.1835545428725587,0.3447229340504604,0.4683245786514955,0.4690161609521234
java,label_spreading,CodeBERT,uniform,250,0.5154010542812367,0.2363735887607027,0.3960507373368124,0.5260287596793799,0.528724999591595
java,label_spreading,CodeBERT,uniform,500,0.6127083630146746,0.3403384313029058,0.5044130191413017,0.6259608717448663,0.629055458242262
java,label_spreading,CodeBERT,random_then_entropy_1,50,0.3906539393075937,0.138847137883797,0.2609030942933094,0.3878484254484859,0.3997219117601468
java,label_spreading,CodeBERT,random_then_entropy_1,100,0.5310158142185497,0.2582771568563532,0.3893701528928376,0.5295491855145427,0.5394329174306813
java,label_spreading,CodeBERT,random_then_entropy_1,250,0.596238780453056,0.31647166646753,0.4686001835235487,0.602772269864216,0.6044032066163064
java,label_spreading,CodeBERT,random_then_entropy_1,500,0.6806382675594814,0.420767692867558,0.5657745321735546,0.6890286685422874,0.6947757834510482
java,label_spreading,CodeBERT,random_then_entropy_2,50,0.3906539393075937,0.138847137883797,0.2609030942933094,0.3878484254484859,0.3997219117601468
java,label_spreading,CodeBERT,random_then_entropy_2,100,0.5310158142185497,0.2582771568563532,0.3893701528928376,0.5295491855145427,0.5394329174306813
java,label_spreading,CodeBERT,random_then_entropy_2,250,0.7202450491523009,0.4914483602631291,0.5753129216201958,0.717213949224907,0.7200305785558496
java,label_spreading,CodeBERT,random_then_entropy_2,500,0.7947570879042599,0.5975314026551889,0.6761075418057846,0.7977512203890569,0.7987825129189196
java,label_propagation,GraphCodeBERT,random,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_propagation,GraphCodeBERT,random,100,0.4101723892292349,0.0586547893448264,0.4035342897394406,0.4861191050679271,0.4184254870144767
java,label_propagation,GraphCodeBERT,random,250,0.6288645106140475,0.2351893508974448,0.5940039962046229,0.6934410956817942,0.6308054294221768
java,label_propagation,GraphCodeBERT,random,500,0.823336657643539,0.5999607901384842,0.7666389048331635,0.8473820893717925,0.8242566973843516
java,label_propagation,GraphCodeBERT,entropy,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_propagation,GraphCodeBERT,entropy,100,0.4576435389656645,0.1613230948236333,0.4930702320655721,0.4607101999576762,0.4300494646710442
java,label_propagation,GraphCodeBERT,entropy,250,0.7081350619746403,0.5124713655753291,0.7521971972657561,0.6923921630089624,0.6886207406444923
java,label_propagation,GraphCodeBERT,entropy,500,0.9343781165408178,0.8800624354500993,0.9194956302846292,0.9305898280087608,0.929884118280598
java,label_propagation,GraphCodeBERT,uniform,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_propagation,GraphCodeBERT,uniform,100,0.4638837441230944,0.083314811829087,0.4556105920661986,0.5505049097920124,0.4749849376924612
java,label_propagation,GraphCodeBERT,uniform,250,0.790767915657501,0.5076887634620852,0.7557845152579249,0.8328057839397136,0.8029950288262594
java,label_propagation,GraphCodeBERT,uniform,500,0.9641829320416012,0.9233458563920672,0.9467312344797454,0.9653050422415048,0.9664620330651994
java,label_propagation,GraphCodeBERT,random_then_entropy_1,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_propagation,GraphCodeBERT,random_then_entropy_1,100,0.4101723892292349,0.0586547893448264,0.4035342897394406,0.4861191050679271,0.4184254870144767
java,label_propagation,GraphCodeBERT,random_then_entropy_1,250,0.7507622168400057,0.4377916489742826,0.7086348549649634,0.797279909363317,0.7589003829777647
java,label_propagation,GraphCodeBERT,random_then_entropy_1,500,0.9632426271548652,0.920838298024792,0.9438408528899778,0.9643282961413728,0.9655381396149216
java,label_propagation,GraphCodeBERT,random_then_entropy_2,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_propagation,GraphCodeBERT,random_then_entropy_2,100,0.4101723892292349,0.0586547893448264,0.4035342897394406,0.4861191050679271,0.4184254870144767
java,label_propagation,GraphCodeBERT,random_then_entropy_2,250,0.6288645106140475,0.2351893508974448,0.5940039962046229,0.6934410956817942,0.6308054294221768
java,label_propagation,GraphCodeBERT,random_then_entropy_2,500,0.963299615329819,0.9191026045405426,0.9437478824936988,0.965228140028055,0.9663337478742322
java,label_spreading,GraphCodeBERT,random,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_spreading,GraphCodeBERT,random,100,0.4102578714916655,0.0586835251671364,0.4036495489672734,0.4862244012712765,0.4184880521865309
java,label_spreading,GraphCodeBERT,random,250,0.6282661347770337,0.2371849713601261,0.5912885484255777,0.6918582683217367,0.6301668173882158
java,label_spreading,GraphCodeBERT,random,500,0.823336657643539,0.5999607901384842,0.7666389048331635,0.8473820893717925,0.8242566973843516
java,label_spreading,GraphCodeBERT,entropy,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_spreading,GraphCodeBERT,entropy,100,0.4576435389656645,0.1613230948236333,0.4930702320655721,0.4607101999576762,0.4300494646710442
java,label_spreading,GraphCodeBERT,entropy,250,0.7081350619746403,0.5124713655753291,0.7521971972657561,0.6923921630089624,0.6886207406444923
java,label_spreading,GraphCodeBERT,entropy,500,0.9343781165408178,0.8800624354500993,0.9194956302846292,0.9305898280087608,0.929884118280598
java,label_spreading,GraphCodeBERT,uniform,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_spreading,GraphCodeBERT,uniform,100,0.4650804957971221,0.0854076710022089,0.4539269353257539,0.5507741026666902,0.4757151741362839
java,label_spreading,GraphCodeBERT,uniform,250,0.790767915657501,0.5076887634620852,0.7557845152579249,0.8328057839397136,0.8029950288262594
java,label_spreading,GraphCodeBERT,uniform,500,0.9642114261290782,0.923402433410036,0.9467640482114156,0.9653346678768362,0.9664952556565616
java,label_spreading,GraphCodeBERT,random_then_entropy_1,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_spreading,GraphCodeBERT,random_then_entropy_1,100,0.4102578714916655,0.0586835251671364,0.4036495489672734,0.4862244012712765,0.4184880521865309
java,label_spreading,GraphCodeBERT,random_then_entropy_1,250,0.7519019803390796,0.4403761301546188,0.7097001682211642,0.7979824370945063,0.7598723256506071
java,label_spreading,GraphCodeBERT,random_then_entropy_1,500,0.9632141330673886,0.9207017789011224,0.943729472378016,0.9643299452660312,0.9655580119064128
java,label_spreading,GraphCodeBERT,random_then_entropy_2,50,0.2420002849408747,0.0113443871991503,0.2327327444365977,0.2839018065454015,0.2548372182331018
java,label_spreading,GraphCodeBERT,random_then_entropy_2,100,0.4102578714916655,0.0586835251671364,0.4036495489672734,0.4862244012712765,0.4184880521865309
java,label_spreading,GraphCodeBERT,random_then_entropy_2,250,0.6282661347770337,0.2371849713601261,0.5912885484255777,0.6918582683217367,0.6301668173882158
java,label_spreading,GraphCodeBERT,random_then_entropy_2,500,0.963328109417296,0.9191634304465012,0.94379019279053,0.9652595325996264,0.9663720885059848
java,label_propagation,UniXcoder,random,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_propagation,UniXcoder,random,100,0.4023080210856247,0.0544611615600627,0.3958780157824947,0.476404143897153,0.4109293442537426
java,label_propagation,UniXcoder,random,250,0.6162986180367573,0.2177128410890296,0.583966487765972,0.6832592667135798,0.6193110839265477
java,label_propagation,UniXcoder,random,500,0.816555064824049,0.581313419201793,0.7608733517057427,0.8430505763336319,0.8186771103413003
java,label_propagation,UniXcoder,entropy,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_propagation,UniXcoder,entropy,100,0.4435389656646246,0.145677039976736,0.477823323018158,0.4444832446459492,0.4151850934954213
java,label_propagation,UniXcoder,entropy,250,0.6772474711497365,0.4586284659832908,0.728860354105096,0.6596135476833339,0.6562687991395685
java,label_propagation,UniXcoder,entropy,500,0.936401196751674,0.883850501674668,0.9255931916492492,0.9322218494960012,0.9321364728519086
java,label_propagation,UniXcoder,uniform,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_propagation,UniXcoder,uniform,100,0.4583558911525858,0.0793669818809319,0.45201642367204,0.5438847808322211,0.4713197234391096
java,label_propagation,UniXcoder,uniform,250,0.7822766775894001,0.4932555119373988,0.7419976995509506,0.8250181745704207,0.7951792788614023
java,label_propagation,UniXcoder,uniform,500,0.9692548796124804,0.9314809532011256,0.9527381154591218,0.9709389277932156,0.9723618844819176
java,label_propagation,UniXcoder,random_then_entropy_1,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_propagation,UniXcoder,random_then_entropy_1,100,0.4023080210856247,0.0544611615600627,0.3958780157824947,0.476404143897153,0.4109293442537426
java,label_propagation,UniXcoder,random_then_entropy_1,250,0.7440946003704231,0.4201018509756138,0.7039906946816952,0.7930273738856141,0.7545103031913099
java,label_propagation,UniXcoder,random_then_entropy_1,500,0.9671748112266704,0.9267313674318274,0.9495535548381964,0.9690302222470984,0.9703092863605216
java,label_propagation,UniXcoder,random_then_entropy_2,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_propagation,UniXcoder,random_then_entropy_2,100,0.4023080210856247,0.0544611615600627,0.3958780157824947,0.476404143897153,0.4109293442537426
java,label_propagation,UniXcoder,random_then_entropy_2,250,0.6162986180367573,0.2177128410890296,0.583966487765972,0.6832592667135798,0.6193110839265477
java,label_propagation,UniXcoder,random_then_entropy_2,500,0.9621313577432684,0.9150590349618676,0.9432115117007992,0.964664082056846,0.9658135142823432
java,label_spreading,UniXcoder,random,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_spreading,UniXcoder,random,100,0.4023935033480552,0.0544868586397159,0.3959941801431116,0.4765120944007246,0.4109919094257969
java,label_spreading,UniXcoder,random,250,0.6162986180367573,0.2177128410890296,0.583966487765972,0.6832592667135798,0.6193110839265477
java,label_spreading,UniXcoder,random,500,0.816555064824049,0.581313419201793,0.7608733517057427,0.8430505763336319,0.8186771103413003
java,label_spreading,UniXcoder,entropy,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_spreading,UniXcoder,entropy,100,0.4435389656646246,0.145677039976736,0.477823323018158,0.4444832446459492,0.4151850934954213
java,label_spreading,UniXcoder,entropy,250,0.6772474711497365,0.4586284659832908,0.728860354105096,0.6596135476833339,0.6562687991395685
java,label_spreading,UniXcoder,entropy,500,0.936401196751674,0.883850501674668,0.9255931916492492,0.9322218494960012,0.9321364728519086
java,label_spreading,UniXcoder,uniform,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_spreading,UniXcoder,uniform,100,0.4583558911525858,0.0793669818809319,0.45201642367204,0.5438847808322211,0.4713197234391096
java,label_spreading,UniXcoder,uniform,250,0.7822766775894001,0.4932555119373988,0.7419976995509506,0.8250181745704207,0.7951792788614023
java,label_spreading,UniXcoder,uniform,500,0.9692548796124804,0.9314809532011256,0.9527381154591218,0.9709389277932156,0.9723618844819176
java,label_spreading,UniXcoder,random_then_entropy_1,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_spreading,UniXcoder,random_then_entropy_1,100,0.4023935033480552,0.0544868586397159,0.3959941801431116,0.4765120944007246,0.4109919094257969
java,label_spreading,UniXcoder,random_then_entropy_1,250,0.7441800826328537,0.4202243441732989,0.7041023596375007,0.793108239830399,0.7545728683633641
java,label_spreading,UniXcoder,random_then_entropy_1,500,0.9671748112266704,0.9267313674318274,0.9495535548381964,0.9690302222470984,0.9703092863605216
java,label_spreading,UniXcoder,random_then_entropy_2,50,0.2365864083202735,0.0099998775327997,0.2246152236872349,0.2745426074315303,0.2489828574303575
java,label_spreading,UniXcoder,random_then_entropy_2,100,0.4023935033480552,0.0544868586397159,0.3959941801431116,0.4765120944007246,0.4109919094257969
java,label_spreading,UniXcoder,random_then_entropy_2,250,0.6162986180367573,0.2177128410890296,0.583966487765972,0.6832592667135798,0.6193110839265477
java,label_spreading,UniXcoder,random_then_entropy_2,500,0.9622168400056988,0.915241888850978,0.9432902068283976,0.9647393583671268,0.965886953694828
java,label_propagation,CodeT5,random,50,0.4726884171534406,0.2141123045034464,0.3475613188967479,0.4696536578928736,0.4821569412363951
java,label_propagation,CodeT5,random,100,0.6063256874198604,0.344438270110761,0.464202373098225,0.6020504601591448,0.614445758209361
java,label_propagation,CodeT5,random,250,0.7815073372275252,0.5860367573286458,0.6541361677418149,0.7800915241776757,0.783867098441681
java,label_propagation,CodeT5,random,500,0.9057985468015388,0.8043219276520643,0.8271293137268435,0.9057293883322366,0.9062667163040732
java,label_propagation,CodeT5,entropy,50,0.4726884171534406,0.2141123045034464,0.3475613188967479,0.4696536578928736,0.4821569412363951
java,label_propagation,CodeT5,entropy,100,0.4939165123236928,0.2347587397067679,0.3642729693224741,0.4904492647413144,0.5037556972117788
java,label_propagation,CodeT5,entropy,250,0.520416013677162,0.2555239310927298,0.3889751217746776,0.5184755599131117,0.5333417492098502
java,label_propagation,CodeT5,entropy,500,0.5673742698390084,0.302733702401888,0.429720104181412,0.565982977578847,0.5773488870168848
java,label_propagation,CodeT5,uniform,50,0.4726884171534406,0.2141123045034464,0.3475613188967479,0.4696536578928736,0.4821569412363951
java,label_propagation,CodeT5,uniform,100,0.5747542384955122,0.3118080756469513,0.4410451897269598,0.5768223153723279,0.5886004479354993
java,label_propagation,CodeT5,uniform,250,0.6321128365864084,0.3750589808793085,0.5032798823088678,0.6333472235816939,0.6470385552505498
java,label_propagation,CodeT5,uniform,500,0.7147171961817922,0.4817691311224857,0.5966511838243578,0.7166431491149292,0.7308159209120895
java,label_propagation,CodeT5,random_then_entropy_1,50,0.4726884171534406,0.2141123045034464,0.3475613188967479,0.4696536578928736,0.4821569412363951
java,label_propagation,CodeT5,random_then_entropy_1,100,0.6063256874198604,0.344438270110761,0.464202373098225,0.6020504601591448,0.614445758209361
java,label_propagation,CodeT5,random_then_entropy_1,250,0.6865365436671891,0.4391090268792019,0.5554675704107311,0.6885099129271943,0.6958964448962961
java,label_propagation,CodeT5,random_then_entropy_1,500,0.7697392790995868,0.5622874143473039,0.6539408118680179,0.7708051141786233,0.7823302900658359
java,label_propagation,CodeT5,random_then_entropy_2,50,0.4726884171534406,0.2141123045034464,0.3475613188967479,0.4696536578928736,0.4821569412363951
java,label_propagation,CodeT5,random_then_entropy_2,100,0.6063256874198604,0.344438270110761,0.464202373098225,0.6020504601591448,0.614445758209361
java,label_propagation,CodeT5,random_then_entropy_2,250,0.7815073372275252,0.5860367573286458,0.6541361677418149,0.7800915241776757,0.783867098441681
java,label_propagation,CodeT5,random_then_entropy_2,500,0.8466448211996012,0.6939303551813223,0.7456933280413296,0.8463653966397539,0.8527439598232393
java,label_spreading,CodeT5,random,50,0.4743125801396209,0.2189834767376615,0.3533427649383851,0.4706385980628368,0.4838355890443753
java,label_spreading,CodeT5,random,100,0.5994586123379397,0.333935632261681,0.4626039321040837,0.5982034128733702,0.6078379896107402
java,label_spreading,CodeT5,random,250,0.7764923778316001,0.5745439127357368,0.6504132869123556,0.7759236777395608,0.7782712124622085
java,label_spreading,CodeT5,random,500,0.8987605071947572,0.7872936675810157,0.8192653044326373,0.9001935663049053,0.8996705522772309
java,label_spreading,CodeT5,entropy,50,0.4743125801396209,0.2189834767376615,0.3533427649383851,0.4706385980628368,0.4838355890443753
java,label_spreading,CodeT5,entropy,100,0.4727738994158712,0.1974373841926499,0.3601294010549606,0.4789374133079407,0.47840177647459
java,label_spreading,CodeT5,entropy,250,0.5007550933181365,0.2098862748370505,0.3869395489901409,0.52067532224114,0.5099954141259568
java,label_spreading,CodeT5,entropy,500,0.5375409602507479,0.2412089978698576,0.4195661229391486,0.5592652021819192,0.5467648507835564
java,label_spreading,CodeT5,uniform,50,0.4743125801396209,0.2189834767376615,0.3533427649383851,0.4706385980628368,0.4838355890443753
java,label_spreading,CodeT5,uniform,100,0.529648098019661,0.2485748151248911,0.4136242173270962,0.547575388764322,0.5391654519237206
java,label_spreading,CodeT5,uniform,250,0.5871206724604645,0.3108173957694272,0.4667977750859696,0.6011791036866947,0.5979448275529541
java,label_spreading,CodeT5,uniform,500,0.6890725174526284,0.4349272022800227,0.5696943834068108,0.7010097774029468,0.6998744495081808
java,label_spreading,CodeT5,random_then_entropy_1,50,0.4743125801396209,0.2189834767376615,0.3533427649383851,0.4706385980628368,0.4838355890443753
java,label_spreading,CodeT5,random_then_entropy_1,100,0.5994586123379397,0.333935632261681,0.4626039321040837,0.5982034128733702,0.6078379896107402
java,label_spreading,CodeT5,random_then_entropy_1,250,0.6612622880752245,0.3892597035120032,0.5284889610035075,0.6742379535288363,0.6666257641680773
java,label_spreading,CodeT5,random_then_entropy_1,500,0.7511041458897278,0.5184770325908082,0.6352923257760357,0.7617349503558606,0.7593321553009966
java,label_spreading,CodeT5,random_then_entropy_2,50,0.4743125801396209,0.2189834767376615,0.3533427649383851,0.4706385980628368,0.4838355890443753
java,label_spreading,CodeT5,random_then_entropy_2,100,0.5994586123379397,0.333935632261681,0.4626039321040837,0.5982034128733702,0.6078379896107402
java,label_spreading,CodeT5,random_then_entropy_2,250,0.7764923778316001,0.5745439127357368,0.6504132869123556,0.7759236777395608,0.7782712124622085
java,label_spreading,CodeT5,random_then_entropy_2,500,0.8363584556204587,0.6675663411670745,0.7353833873924872,0.8405273728593174,0.8421182869275569
java,label_propagation,InCoder,random,50,0.6177803105855535,0.3768559942861423,0.5247844697066437,0.6162101515040014,0.6238478104968975
java,label_propagation,InCoder,random,100,0.7367431258013962,0.5265578880074909,0.627387818388377,0.7336850743285701,0.7380485674566243
java,label_propagation,InCoder,random,250,0.8697820202308021,0.7477615345337925,0.7831979035585278,0.8657160688238212,0.8674181285287224
java,label_propagation,InCoder,random,500,0.9397350049864652,0.8769294703069976,0.8870353343604226,0.9379233609697926,0.9392525494746066
java,label_propagation,InCoder,entropy,50,0.6177803105855535,0.3768559942861423,0.5247844697066437,0.6162101515040014,0.6238478104968975
java,label_propagation,InCoder,entropy,100,0.6804388089471434,0.4608288727859507,0.5791896931016058,0.6745780975202429,0.6777452121207568
java,label_propagation,InCoder,entropy,250,0.7066248753383672,0.4893970863084771,0.596001068131166,0.7010060961658642,0.7037596415572429
java,label_propagation,InCoder,entropy,500,0.7603647243197036,0.561624081478392,0.6544164114661959,0.7572877613564855,0.7563239307167259
java,label_propagation,InCoder,uniform,50,0.6177803105855535,0.3768559942861423,0.5247844697066437,0.6162101515040014,0.6238478104968975
java,label_propagation,InCoder,uniform,100,0.7317566604929476,0.5176372825958889,0.6294151473525045,0.7300281500204109,0.7349962850841714
java,label_propagation,InCoder,uniform,250,0.7901695398204873,0.6064455525241628,0.6956749077511567,0.7883706859589434,0.7904059787818245
java,label_propagation,InCoder,uniform,500,0.8601510186636272,0.7246706893096896,0.7884134914055038,0.85910704207753,0.8609431300033208
java,label_propagation,InCoder,random_then_entropy_1,50,0.6177803105855535,0.3768559942861423,0.5247844697066437,0.6162101515040014,0.6238478104968975
java,label_propagation,InCoder,random_then_entropy_1,100,0.7367431258013962,0.5265578880074909,0.627387818388377,0.7336850743285701,0.7380485674566243
java,label_propagation,InCoder,random_then_entropy_1,250,0.8054708647955551,0.6350849884600647,0.7078298769655715,0.8024626233846865,0.8040381230625477
java,label_propagation,InCoder,random_then_entropy_1,500,0.8832312295198745,0.7641117286912741,0.812830787610167,0.8825858931813994,0.8842866940146958
java,label_propagation,InCoder,random_then_entropy_2,50,0.6177803105855535,0.3768559942861423,0.5247844697066437,0.6162101515040014,0.6238478104968975
java,label_propagation,InCoder,random_then_entropy_2,100,0.7367431258013962,0.5265578880074909,0.627387818388377,0.7336850743285701,0.7380485674566243
java,label_propagation,InCoder,random_then_entropy_2,250,0.8697820202308021,0.7477615345337925,0.7831979035585278,0.8657160688238212,0.8674181285287224
java,label_propagation,InCoder,random_then_entropy_2,500,0.9205014959395924,0.8389584113259382,0.8656949210864664,0.9186136297320492,0.9208438913630632
java,label_spreading,InCoder,random,50,0.6150163841002991,0.3693511347136674,0.5183027243457095,0.6155993154105497,0.621578919545352
java,label_spreading,InCoder,random,100,0.7152015956688988,0.48649913291929525,0.6093708602419992,0.7177848021700715,0.7201768556014578
java,label_spreading,InCoder,random,250,0.8614617466875625,0.7269410177300681,0.7730349768222683,0.8596576446927902,0.8602798261440048
java,label_spreading,InCoder,random,500,0.9326114831172532,0.8564284761722568,0.8799675406016402,0.9335411341308063,0.9339382784231198
java,label_spreading,InCoder,entropy,50,0.6150163841002991,0.3693511347136674,0.5183027243457095,0.6155993154105497,0.621578919545352
java,label_spreading,InCoder,entropy,100,0.6745975210143895,0.4380968364177855,0.5759350735647034,0.6754393217051158,0.67510953800088
java,label_spreading,InCoder,entropy,250,0.6806382675594815,0.41765740445290167,0.5710875616968636,0.6896804098553313,0.678173033249982
java,label_spreading,InCoder,entropy,500,0.7085909673742699,0.4552219415632693,0.6013825870159222,0.719348497732173,0.70809413430387
java,label_spreading,InCoder,uniform,50,0.6150163841002991,0.3693511347136674,0.5183027243457095,0.6155993154105497,0.621578919545352
java,label_spreading,InCoder,uniform,100,0.6865080495797121,0.4419953671400492,0.5900183653211949,0.6911684314957942,0.6917516730911704
java,label_spreading,InCoder,uniform,250,0.7159139478558199,0.4738583246800827,0.6165602909764585,0.726317988508723,0.7224717490718071
java,label_spreading,InCoder,uniform,500,0.7985752956261576,0.6007738298722309,0.7151020165316601,0.8061598513568097,0.8037288062778941
java,label_spreading,InCoder,random_then_entropy_1,50,0.6150163841002991,0.3693511347136674,0.5183027243457095,0.6155993154105497,0.621578919545352
java,label_spreading,InCoder,random_then_entropy_1,100,0.7152015956688988,0.48649913291929525,0.6093708602419992,0.7177848021700715,0.7201768556014578
java,label_spreading,InCoder,random_then_entropy_1,250,0.7611910528565323,0.5495523483890299,0.6707240060882409,0.7670372788691853,0.770110059019322
java,label_spreading,InCoder,random_then_entropy_1,500,0.8425416726029349,0.6841906363716138,0.7687508732082675,0.8474650440800884,0.8496450148920693
java,label_spreading,InCoder,random_then_entropy_2,50,0.6150163841002991,0.3693511347136674,0.5183027243457095,0.6155993154105497,0.621578919545352
java,label_spreading,InCoder,random_then_entropy_2,100,0.7152015956688988,0.48649913291929525,0.6093708602419992,0.7177848021700715,0.7201768556014578
java,label_spreading,InCoder,random_then_entropy_2,250,0.8614617466875625,0.7269410177300681,0.7730349768222683,0.8596576446927902,0.8602798261440048
java,label_spreading,InCoder,random_then_entropy_2,500,0.89764923778316,0.7824376293225493,0.8337018897724251,0.90036854632091,0.9003230284731236
